feature	ham_probability	spam_probability
word_001452	3.5407561390957725e-07	2.2503546558937688e-07
word_0015	3.5407561390957725e-07	2.2503546558937688e-07
word_00156	1.7703780695478863e-07	9.001418623575075e-07
word_00157	1.7703780695478863e-07	4.5007093117875375e-07
word_0016	1.7703780695478863e-07	6.751063967681307e-07
word_0017	1.7703780695478863e-07	1.3502127935362614e-06
word_001753	1.7703780695478863e-07	4.5007093117875375e-07
word_0018	1.7703780695478863e-07	6.751063967681307e-07
word_0018457	1.7703780695478863e-07	6.751063967681307e-07
word_00190	1.7703780695478863e-07	1.5752482591256383e-06
word_00191	1.7703780695478863e-07	9.001418623575075e-07
word_00193	1.7703780695478863e-07	9.001418623575075e-07
word_002	4.425945173869715e-06	7.20113489886006e-06
word_0020	1.7703780695478863e-07	1.800283724715015e-06
word_0021	3.5407561390957725e-07	2.2503546558937688e-07
word_00212	1.7703780695478863e-07	9.001418623575075e-07
word_00214	1.7703780695478863e-07	4.5007093117875375e-07
word_00218	1.7703780695478863e-07	1.1251773279468844e-06
word_0022	7.081512278191545e-07	2.2503546558937688e-07
word_00221	1.7703780695478863e-07	1.1251773279468844e-06
word_00225	1.7703780695478863e-07	2.025319190304392e-06
word_0022505287290	1.7703780695478863e-07	4.5007093117875375e-07
word_00226	1.7703780695478863e-07	9.001418623575075e-07
word_00229	1.7703780695478863e-07	4.5007093117875375e-07
word_002299	1.7703780695478863e-07	4.5007093117875375e-07
word_00232	1.7703780695478863e-07	9.001418623575075e-07
word_00233	1.7703780695478863e-07	4.5007093117875375e-07
word_00233243601078	1.7703780695478863e-07	4.5007093117875375e-07
word_00233244774480	1.7703780695478863e-07	4.5007093117875375e-07
word_00235424	3.5407561390957725e-07	2.2503546558937688e-07
word_0024	1.7703780695478863e-07	4.5007093117875375e-07
word_00243	1.7703780695478863e-07	9.001418623575075e-07
word_00244	1.7703780695478863e-07	9.001418623575075e-07
word_00249	1.7703780695478863e-07	9.001418623575075e-07
word_0025	8.85189034773943e-07	2.2503546558937688e-07
word_00256	1.7703780695478863e-07	9.001418623575075e-07
word_00264	1.7703780695478863e-07	1.1251773279468844e-06
word_0026654	1.7703780695478863e-07	6.751063967681307e-07
word_0027	8.85189034773943e-07	9.001418623575075e-07
word_00270	1.7703780695478863e-07	2.250354655893769e-06
word_00271	1.7703780695478863e-07	9.001418623575075e-07
word_00273	1.7703780695478863e-07	9.001418623575075e-07
word_0028	5.311134208643658e-07	3.3755319838406533e-06
word_002813	3.5407561390957725e-07	2.2503546558937688e-07
word_0029	1.7703780695478863e-07	3.60056744943003e-06
word_00290	1.7703780695478863e-07	6.751063967681307e-07
word_00298	3.5407561390957725e-07	2.2503546558937688e-07
word_003	2.655567104321829e-06	5.850922105323799e-06
word_0030	8.85189034773943e-07	4.5007093117875375e-07
word_003002	1.7703780695478863e-07	6.751063967681307e-07
word_00309	1.7703780695478863e-07	9.001418623575075e-07
word_0031	1.7703780695478863e-07	1.5752482591256383e-05
word_00317	1.7703780695478863e-07	9.001418623575075e-07
word_00318	1.7703780695478863e-07	9.001418623575075e-07
word_00319	1.7703780695478863e-07	4.725744777376915e-06
word_0032	1.7703780695478863e-07	6.751063967681307e-07
word_00321	1.7703780695478863e-07	1.1251773279468844e-06
word_00322	1.7703780695478863e-07	1.5752482591256383e-06
word_00328	1.7703780695478863e-07	9.001418623575075e-07
word_00329	1.7703780695478863e-07	6.751063967681307e-07
word_0033	3.5407561390957725e-07	6.751063967681307e-07
word_003399	1.7703780695478863e-07	6.751063967681307e-07
word_0034	1.7703780695478863e-07	3.825602915019407e-06
word_00343938	5.311134208643658e-07	2.2503546558937688e-07
word_0034636	1.7703780695478863e-07	4.5007093117875375e-07
word_0034675429477	1.7703780695478863e-07	4.5007093117875375e-07
word_00349	1.7703780695478863e-07	4.5007093117875375e-07
word_00352	1.7703780695478863e-07	6.751063967681307e-07
word_00353	1.7703780695478863e-07	6.751063967681307e-07
word_00357	1.7703780695478863e-07	9.001418623575075e-07
word_00361	1.7703780695478863e-07	9.001418623575075e-07
word_0038	1.7703780695478863e-07	9.001418623575075e-07
word_0039	1.7703780695478863e-07	1.5752482591256383e-06
word_004	2.1244536834574634e-06	7.20113489886006e-06
word_0040	5.311134208643658e-07	2.2503546558937688e-07
word_0041	1.7703780695478863e-07	4.5007093117875375e-07
word_0042	3.5407561390957725e-07	2.2503546558937688e-07
word_00421	1.7703780695478863e-07	6.751063967681307e-07
word_004227	1.7703780695478863e-07	1.5752482591256383e-06
word_0043	3.5407561390957725e-07	2.2503546558937688e-07
word_0044	2.655567104321829e-06	2.9254610526618994e-06
word_00447900	1.7703780695478863e-07	4.5007093117875375e-07
word_0045	3.5407561390957725e-07	6.751063967681307e-07
word_00450	1.7703780695478863e-07	6.751063967681307e-07
word_00453	3.5407561390957725e-07	2.2503546558937688e-07
word_0046	3.5407561390957725e-07	2.2503546558937688e-07
word_0047	3.5407561390957725e-07	2.2503546558937688e-07
word_0049	3.5407561390957725e-07	2.2503546558937688e-07
word_005	6.37336105037239e-06	6.976099433270684e-06
word_0050	1.7703780695478863e-07	4.950780242966291e-06
word_00501723	3.5407561390957725e-07	2.2503546558937688e-07
word_00508	3.5407561390957725e-07	2.2503546558937688e-07
word_0051	3.5407561390957725e-07	4.5007093117875375e-07
word_0052	3.5407561390957725e-07	9.001418623575075e-07
word_005227635846003	1.7703780695478863e-07	4.5007093117875375e-07
word_00534580	3.5407561390957725e-07	2.2503546558937688e-07
word_00535	3.5407561390957725e-07	2.2503546558937688e-07
word_0054	3.5407561390957725e-07	2.2503546558937688e-07
word_0055	3.5407561390957725e-07	2.2503546558937688e-07
word_0057	7.081512278191545e-07	2.2503546558937688e-07
word_005777986805	3.5407561390957725e-07	2.2503546558937688e-07
word_005820	3.5407561390957725e-07	2.2503546558937688e-07
word_006	1.5933402625930975e-06	4.500709311787538e-06
word_0060	7.081512278191545e-07	4.950780242966291e-06
word_0061	1.0622268417287317e-06	2.2503546558937688e-07
word_00610505	3.5407561390957725e-07	2.2503546558937688e-07
word_00623	3.5407561390957725e-07	2.2503546558937688e-07
word_006600	1.7703780695478863e-07	6.751063967681307e-07
word_0067	7.081512278191545e-07	2.2503546558937688e-07
word_006902704	5.311134208643658e-07	2.2503546558937688e-07
word_007	2.301491490412252e-06	5.850922105323799e-06
word_0070	2.1244536834574634e-06	2.2503546558937688e-07
word_0071	7.081512278191545e-07	2.2503546558937688e-07
word_00720	3.5407561390957725e-07	2.2503546558937688e-07
word_007225644647	1.7703780695478863e-07	6.751063967681307e-07
word_0074	3.5407561390957725e-07	2.2503546558937688e-07
word_0075	1.2392646486835202e-06	2.2503546558937688e-07
word_00754	1.7703780695478863e-07	4.5007093117875375e-07
word_00758	5.311134208643658e-07	2.2503546558937688e-07
word_00788769	1.7703780695478863e-07	6.751063967681307e-07
word_008	1.947415876502675e-06	4.950780242966291e-06
word_0080	7.081512278191545e-07	1.3502127935362614e-06
word_008002	1.7703780695478863e-07	4.5007093117875375e-07
word_00813	3.5407561390957725e-07	2.2503546558937688e-07
word_00834	3.5407561390957725e-07	2.2503546558937688e-07
word_0084493	1.7703780695478863e-07	4.5007093117875375e-07
word_0085201238	1.7703780695478863e-07	4.5007093117875375e-07
word_0086	1.7703780695478863e-07	1.5752482591256383e-06
word_008613827465766	1.7703780695478863e-07	1.1251773279468844e-06
word_008711	1.7703780695478863e-07	6.751063967681307e-07
word_0088	3.5407561390957725e-07	2.2503546558937688e-07
word_00885	1.7703780695478863e-07	1.5752482591256383e-06
word_009	1.5933402625930975e-06	4.950780242966291e-06
word_0090	3.5407561390957725e-07	2.2503546558937688e-07
word_00911	5.311134208643658e-07	2.2503546558937688e-07
word_00912	3.5407561390957725e-07	2.2503546558937688e-07
word_00923	1.7703780695478863e-07	4.5007093117875375e-07
word_0093	3.5407561390957725e-07	2.2503546558937688e-07
word_00937614	1.7703780695478863e-07	1.800283724715015e-06
word_0095	1.7703780695478863e-07	9.001418623575075e-07
word_00971	1.7703780695478863e-07	6.751063967681307e-07
word_0098	1.7703780695478863e-07	4.5007093117875375e-07
word_009842	1.7703780695478863e-07	4.5007093117875375e-07
word_009888	1.7703780695478863e-07	4.5007093117875375e-07
word_009900	3.5407561390957725e-07	2.2503546558937688e-07
word_01	0.001481629406404626	0.00014627305263309497
word_010	1.2392646486835202e-06	5.5133689069397335e-05
word_0100	1.770378069547886e-06	1.3502127935362613e-05
word_0101	5.311134208643658e-07	4.5007093117875375e-07
word_01010107	1.7703780695478863e-07	6.751063967681307e-07
word_01019	1.7703780695478863e-07	1.1251773279468844e-06
word_0102	3.5407561390957725e-07	2.2503546558937688e-07
word_010409	3.5407561390957725e-07	2.2503546558937688e-07
word_010413	3.5407561390957725e-07	2.2503546558937688e-07
word_010440	3.5407561390957725e-07	2.2503546558937688e-07
word_010622	3.5407561390957725e-07	2.2503546558937688e-07
word_0107	1.416302455638309e-06	2.2503546558937688e-07
word_01075	7.081512278191545e-07	2.2503546558937688e-07
word_0108040	1.7703780695478863e-07	7.876241295628191e-06
word_0109	7.081512278191545e-07	6.751063967681307e-07
word_011	7.612625699055911e-06	1.530241166007763e-05
word_0110	1.0622268417287317e-06	2.2503546558937688e-07
word_011000	7.081512278191545e-07	2.2503546558937688e-07
word_0111	5.311134208643658e-07	2.2503546558937688e-07
word_01119715905	1.7703780695478863e-07	4.5007093117875375e-07
word_0112	1.7703780695478863e-07	4.5007093117875375e-07
word_0113	1.7703780695478863e-07	6.751063967681307e-07
word_011447859837917	1.7703780695478863e-07	4.5007093117875375e-07
word_0115	1.7703780695478863e-07	6.751063967681307e-07
word_011601	3.5407561390957725e-07	2.2503546558937688e-07
word_0117	3.5407561390957725e-07	2.2503546558937688e-07
word_012	1.3454873328563935e-05	2.250354655893769e-06
word_012001	7.081512278191545e-07	2.2503546558937688e-07
word_0121	3.5407561390957725e-07	2.2503546558937688e-07
word_01210	1.7703780695478863e-07	6.751063967681307e-07
word_0122	1.7703780695478863e-07	4.5007093117875375e-07
word_01222263545	1.7703780695478863e-07	4.5007093117875375e-07
word_01225	1.7703780695478863e-07	6.751063967681307e-07
word_0123	1.7703780695478863e-07	4.5007093117875375e-07
word_0125	3.5407561390957725e-07	4.5007093117875375e-07
word_012501	3.5407561390957725e-07	2.2503546558937688e-07
word_0125040	1.7703780695478863e-07	1.1251773279468844e-06
word_012601	3.5407561390957725e-07	2.2503546558937688e-07
word_012603	1.7703780695478863e-07	4.5007093117875375e-07
word_0126040	1.7703780695478863e-07	6.976099433270684e-06
word_0129	1.7703780695478863e-07	4.5007093117875375e-07
word_01295	1.7703780695478863e-07	1.5752482591256383e-06
word_013	1.5933402625930975e-06	3.1504965182512766e-06
word_0130	1.7703780695478863e-07	6.751063967681307e-07
word_013002	3.5407561390957725e-07	4.5007093117875375e-07
word_0134	7.081512278191545e-07	2.2503546558937688e-07
word_0135	1.7703780695478863e-07	4.5007093117875375e-07
word_0136	3.5407561390957725e-07	2.2503546558937688e-07
word_0137	3.5407561390957725e-07	2.2503546558937688e-07
word_014	2.4785292973670405e-06	2.250354655893769e-06
word_01400	1.7703780695478863e-07	4.5007093117875375e-07
word_014004	1.7703780695478863e-07	6.751063967681307e-07
word_01405	1.7703780695478863e-07	4.5007093117875375e-07
word_01408304990	1.7703780695478863e-07	4.5007093117875375e-07
word_0141	5.311134208643658e-07	2.2503546558937688e-07
word_0143	1.7703780695478863e-07	4.5007093117875375e-07
word_01462	1.7703780695478863e-07	4.5007093117875375e-07
word_01474	3.5407561390957725e-07	2.2503546558937688e-07
word_0148	1.7703780695478863e-07	2.7004255870725227e-06
word_015	6.904474471236756e-06	2.4753901214831456e-06
word_01500	1.7703780695478863e-07	6.751063967681307e-07
word_01523312	1.7703780695478863e-07	4.5007093117875375e-07
word_01523370	1.7703780695478863e-07	4.5007093117875375e-07
word_0155	1.7703780695478863e-07	4.5007093117875375e-07
word_015592	1.7703780695478863e-07	4.5007093117875375e-07
word_016	1.5933402625930975e-06	2.025319190304392e-06
word_0160	3.5407561390957725e-07	2.2503546558937688e-07
word_0161	1.0622268417287317e-06	2.2503546558937688e-07
word_017	1.416302455638309e-06	1.800283724715015e-06
word_0170	1.7703780695478863e-07	4.5007093117875375e-07
word_01702	1.7703780695478863e-07	1.1251773279468844e-06
word_0171	2.4785292973670405e-06	2.2503546558937688e-07
word_017201846	1.7703780695478863e-07	6.751063967681307e-07
word_01730	3.5407561390957725e-07	2.2503546558937688e-07
word_01732	3.5407561390957725e-07	1.1251773279468844e-06
word_01753	3.5407561390957725e-07	2.2503546558937688e-07
word_01778	1.7703780695478863e-07	6.751063967681307e-07
word_0178	1.7703780695478863e-07	4.5007093117875375e-07
word_0179	1.416302455638309e-06	2.2503546558937688e-07
word_018	8.85189034773943e-07	2.025319190304392e-06
word_0180	3.5407561390957725e-07	2.2503546558937688e-07
word_01801	1.7703780695478863e-07	6.751063967681307e-07
word_0180176345	1.7703780695478863e-07	4.5007093117875375e-07
word_0181	5.311134208643658e-07	2.2503546558937688e-07
word_0182	3.5407561390957725e-07	2.2503546558937688e-07
word_0184	3.5407561390957725e-07	4.5007093117875375e-07
word_01867	3.5407561390957725e-07	2.2503546558937688e-07
word_01880	7.081512278191545e-07	2.2503546558937688e-07
word_01890	1.7703780695478863e-07	1.3502127935362614e-06
word_019	1.416302455638309e-06	9.001418623575075e-07
word_0190	3.5407561390957725e-07	3.825602915019407e-06
word_019017	1.7703780695478863e-07	6.751063967681307e-07
word_01906	1.7703780695478863e-07	6.751063967681307e-07
word_0191	8.85189034773943e-07	2.2503546558937688e-07
word_01915	1.7703780695478863e-07	4.5007093117875375e-07
word_0192	3.5407561390957725e-07	2.2503546558937688e-07
word_01928923	3.5407561390957725e-07	2.2503546558937688e-07
word_0194	1.7703780695478863e-07	1.3502127935362614e-06
word_01945	1.7703780695478863e-07	4.5007093117875375e-07
word_01965	3.5407561390957725e-07	2.2503546558937688e-07
word_01989374546	1.7703780695478863e-07	4.5007093117875375e-07
word_0199	1.7703780695478863e-07	2.4753901214831456e-06
word_02	0.0007972012447174131	7.20113489886006e-05
word_020	8.674852540784642e-06	3.825602915019407e-06
word_0200	1.2392646486835202e-06	4.118149020285597e-05
word_02000000	3.5407561390957725e-07	2.2503546558937688e-07
word_02005	1.7703780695478863e-07	4.5007093117875375e-07
word_0201	3.5407561390957725e-07	4.5007093117875375e-07
word_02010207	1.7703780695478863e-07	6.751063967681307e-07
word_020130	1.7703780695478863e-07	6.751063967681307e-07
word_0202	8.85189034773943e-07	2.2503546558937688e-07
word_02030706	1.7703780695478863e-07	6.751063967681307e-07
word_02066	1.7703780695478863e-07	4.5007093117875375e-07
word_0207	2.832604911276618e-06	2.2503546558937688e-07
word_0207859035	1.7703780695478863e-07	6.751063967681307e-07
word_0208	7.081512278191545e-07	2.2503546558937688e-07
word_021	1.770378069547886e-06	4.500709311787538e-06
word_0210	7.081512278191545e-07	2.2503546558937688e-07
word_02109	7.081512278191545e-07	2.2503546558937688e-07
word_02110	1.7703780695478863e-07	4.5007093117875375e-07
word_021192	1.7703780695478863e-07	4.5007093117875375e-07
word_021193	1.7703780695478863e-07	4.5007093117875375e-07
word_021201	1.7703780695478863e-07	4.5007093117875375e-07
word_0213	3.5407561390957725e-07	2.2503546558937688e-07
word_02131	1.7703780695478863e-07	4.5007093117875375e-07
word_02138	5.311134208643658e-07	2.2503546558937688e-07
word_02139	3.5407561390957725e-07	2.2503546558937688e-07
word_0214	7.081512278191545e-07	2.2503546558937688e-07
word_02142	3.5407561390957725e-07	2.2503546558937688e-07
word_02155	3.5407561390957725e-07	2.2503546558937688e-07
word_0216	1.7703780695478863e-07	1.5752482591256383e-06
word_02163	1.416302455638309e-06	2.2503546558937688e-07
word_0217041	1.7703780695478863e-07	1.5752482591256383e-06
word_021893	1.7703780695478863e-07	4.5007093117875375e-07
word_022	2.655567104321829e-06	2.250354655893769e-06
word_0220	3.5407561390957725e-07	2.2503546558937688e-07
word_0221040	1.7703780695478863e-07	2.025319190304392e-06
word_02215	3.5407561390957725e-07	2.2503546558937688e-07
word_0223	3.5407561390957725e-07	2.2503546558937688e-07
word_0226	3.5407561390957725e-07	2.2503546558937688e-07
word_0227000	5.311134208643658e-07	2.2503546558937688e-07
word_0228	1.7703780695478863e-07	4.5007093117875375e-07
word_022900	1.2392646486835202e-06	2.2503546558937688e-07
word_02299	1.7703780695478863e-07	4.5007093117875375e-07
word_023	5.311134208643658e-07	2.9254610526618994e-06
word_0231	3.5407561390957725e-07	2.2503546558937688e-07
word_023154	1.7703780695478863e-07	6.751063967681307e-07
word_0232	1.0622268417287317e-06	2.2503546558937688e-07
word_02331	3.5407561390957725e-07	2.2503546558937688e-07
word_0234	5.311134208643658e-07	4.5007093117875375e-07
word_02344460766	1.7703780695478863e-07	9.001418623575075e-07
word_0236	5.311134208643658e-07	2.2503546558937688e-07
word_02372	3.5407561390957725e-07	2.2503546558937688e-07
word_024	2.1244536834574634e-06	6.751063967681307e-07
word_0240	3.5407561390957725e-07	1.800283724715015e-06
word_0242	1.7703780695478863e-07	4.5007093117875375e-07
word_02421	1.7703780695478863e-07	4.5007093117875375e-07
word_0245	1.7703780695478863e-07	4.5007093117875375e-07
word_02479	1.7703780695478863e-07	4.5007093117875375e-07
word_0248	7.081512278191545e-07	2.2503546558937688e-07
word_02494	1.7703780695478863e-07	4.5007093117875375e-07
word_025	3.89483175300535e-06	9.676525020343207e-06
word_0250	3.5407561390957725e-07	4.950780242966291e-06
word_02539	1.7703780695478863e-07	6.751063967681307e-07
word_0255	5.311134208643658e-07	2.2503546558937688e-07
word_025648	1.7703780695478863e-07	2.025319190304392e-06
word_02589	1.7703780695478863e-07	4.5007093117875375e-07
word_026	1.2392646486835202e-06	3.1504965182512766e-06
word_0261	3.5407561390957725e-07	2.2503546558937688e-07
word_02624	1.7703780695478863e-07	6.751063967681307e-07
word_02625	1.7703780695478863e-07	4.5007093117875375e-07
word_0263	3.5407561390957725e-07	2.2503546558937688e-07
word_02631	3.5407561390957725e-07	2.2503546558937688e-07
word_0267	8.85189034773943e-07	2.2503546558937688e-07
word_027	9.914117189468162e-06	4.5007093117875375e-07
word_0270	3.5407561390957725e-07	2.2503546558937688e-07
